融资方,投资机构,融资金额,所属行业,宣布时间,Url
唐人神,湘投高创投/德威资本/温氏投资,"15,000.00万元",饲料加工,2015-11-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26742.shtml
京拍档,星火金融,N/A,邮购及电子销售,2015-11-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26418.shtml
胖虎科技,启迪之星,"1,000.00万元",互联网信息服务,2015-11-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26394.shtml
公明贷,N/A,N/A,投资与资产管理,2015-11-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26375.shtml
星天纪,金葵花资本/星火金融,N/A,应用软件服务,2015-11-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26363.shtml
旅游圈,易居中国/华夏信诺/南粤基金/海通开元/谱润投资,"50,000.00万元",互联网信息服务,2015-11-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26337.shtml
无忧创想,挚信资本,N/A,互联网信息服务,2015-11-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26336.shtml
星客多,东方弘道/创新工场/明势资本,"3,000.00万元",理发及美容保健服务,2015-11-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26335.shtml
九次方大数据,信中利/拓阵投资/享悦资本/睿思投资/博信资本/IDG资本/德同资本/浙江科投,"50,000.00万元",数据处理,2015-11-22,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27496.shtml
MGB俱乐部,星瀚资本,N/A,互联网信息服务,2015-11-21,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27059.shtml
融资方,投资机构,融资金额,所属行业,宣布时间,Url

喵爪网络,N/A,"1,000.00万元",互联网信息服务,2015-11-21,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26344.shtml
华熙生物,GIC,"65,900.00万港元",生物，生化制品的制造,2015-11-20,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/29126.shtml
荣之联,珠池资产/西藏自治区投资/天堂硅谷恒通,"33,831.00万元",数据处理,2015-11-20,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27172.shtml
华发股份,恒健资本/博时基金,"75,034.34万元",房地产开发经营,2015-11-20,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27164.shtml
莲池医院,中投元邦/开来投资/天星资本/东证融通/通和投资,"2,684.00万元",专科医院,2015-11-20,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27159.shtml
德御坊,国泰君安创投/国泰君安创投,"4,085.58万元",谷物磨制,2015-11-20,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26863.shtml
五秒传媒,鹏德创投,400.00万元,广告业,2015-11-20,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26574.shtml
跳跃网络,先行投资,"9,292.00万元",互联网信息服务,2015-11-20,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26573.shtml
华夏病理网,分享投资,"3,000.00万元",互联网信息服务,2015-11-20,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26355.shtml
弗远信息,云天使基金/戈壁投资,N/A,互联网信息服务,2015-11-20,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26321.shtml
美人有约,N/A,600.00万元,互联网信息服务,2015-11-20,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26319.shtml
蓝波绿建,轻盐创投/共赢投资/久久益/久久益/来共点投资/皓熙汇达/蓝太投资/诺涵投资,"3,300.02万元",其他未列明的建筑活动,2015-11-19,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27602.shtml
派詹网络,传媒梦工场,N/A,互联网信息服务,2015-11-19,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27527.shtml
全程网络,锴明投资/乔木创投,"3,800.00万美元",其他软件服务,2015-11-19,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27519.shtml
东方海洋,盛德玖富,"32,952.00万元",水产品冷冻加工,2015-11-19,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26538.shtml
北陆药业,N/A,"10,000.00万元",化学药品原药制造,2015-11-19,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26537.shtml
西农食品,N/A,350.00万元,邮购及电子销售,2015-11-19,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26328.shtml
光速时光,真格基金,"1,000.00万元",互联网信息服务,2015-11-19,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26325.shtml
欢拓科技,赛富基金,"1,000.00万元",互联网信息服务,2015-11-19,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26318.shtml
e代理,险峰华兴,100.00万美元,其他企业管理服务,2015-11-19,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26316.shtml
融资方,投资机构,融资金额,所属行业,宣布时间,Url

百变空间,N/A,"1,000.00万元",其他居民服务,2015-11-19,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26313.shtml
慧科教育,千合资本,"30,000.00万元",职业技能培训,2015-11-19,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26310.shtml
达派手机助手,N/A,N/A,应用软件服务,2015-11-19,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26306.shtml
爪爪科技,启赋资本,"1,500.00万元",互联网信息服务,2015-11-19,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/22698.shtml
无界空间,梅花创投/经纬创投/青山资本,440.00万元,办公服务,2015-11-18,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28903.shtml
海骏科技,三仁投资,1.82万元,技术推广服务,2015-11-18,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27038.shtml
捕翼网络,华映资本,"3,350.00万元",互联网信息服务,2015-11-18,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26420.shtml
途伴,N/A,N/A,互联网信息服务,2015-11-18,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26307.shtml
买单啦,N/A,500.00万元,应用软件服务,2015-11-18,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26303.shtml
基本概念,湖杉资本/银杏谷投资,N/A,电子元件及组件制造,2015-11-18,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26302.shtml
世界邦,德丰杰,"1,000.00万美元",互联网信息服务,2015-11-18,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26294.shtml
银盒子,东方富海/中瑞资本,N/A,互联网信息服务,2015-11-18,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26290.shtml
小酱油,青松基金,N/A,应用软件服务,2015-11-18,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26289.shtml
哇屋网,N/A,N/A,房地产中介服务,2015-11-18,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26287.shtml
超级表格,N/A,N/A,应用软件服务,2015-11-18,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26277.shtml
豌豆短租,盈动投资,150.00万元,房地产中介服务,2015-11-17,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27787.shtml
易维车,万嘉娱乐工场,N/A,互联网信息服务,2015-11-17,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27681.shtml
龙易赚,鑫游资本,N/A,互联网信息服务,2015-11-17,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27608.shtml
顺博合金,永邦友谊/珠海启辰星,"2,915.00万元",铝冶炼,2015-11-17,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26983.shtml
华天酒店,华信资产,"165,300.00万元",旅游饭店,2015-11-17,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26570.shtml
融资方,投资机构,融资金额,所属行业,宣布时间,Url

艺术云图,N/A,"3,000.00万元",互联网信息服务,2015-11-17,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26351.shtml
永联科技,南桥资本,"3,000.00万元",其他输配电及控制设备制造,2015-11-17,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26299.shtml
微吼,N/A,"10,000.00万元",互联网信息服务,2015-11-17,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26286.shtml
粤海饲料集团,KKR,N/A,饲料加工,2015-11-17,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26255.shtml
车商通,招商局资本/中兴合创/传媒梦工场,"5,000.00万元",其他软件服务,2015-11-17,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26247.shtml
博泰集团,红马资本,"12,000.00万元",移动通信及终端设备制造,2015-11-17,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26243.shtml
HIVE,鼎晖投资/唯猎资本/IDG资本,650.00万美元,应用软件服务,2015-11-17,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26232.shtml
斗米兼职,高榕资本/蓝湖资本,"4,000.00万美元",互联网信息服务,2015-11-17,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26154.shtml
小班会,峰瑞资本/创新工场,"1,000.00万元",计算机系统服务,2015-11-16,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28019.shtml
通源环境,隆投资产/国耀创投/东方富海,"6,000.00万元",危险废物治理,2015-11-16,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27963.shtml
侨益物流,稳正资管,"3,100.00万元",运输代理服务,2015-11-16,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27485.shtml
蓝海骆驼,天星资本,"2,210.00万元",纺织品，针织品及原料批发,2015-11-16,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27397.shtml
中州水务,浦信资本,"26,000.00万元",污水处理及其再生利用,2015-11-16,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26613.shtml
霸王别鸭,N/A,"1,000.00万元",互联网信息服务,2015-11-16,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26424.shtml
拼味,清石资产,N/A,其他餐饮服务,2015-11-16,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26270.shtml
洋钱罐,N/A,"21,700.00万元",互联网信息服务,2015-11-16,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26242.shtml
清枫科技,N/A,N/A,互联网信息服务,2015-11-16,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26241.shtml
Vhouse,大之商企业发展机构,"5,000.00万元",互联网信息服务,2015-11-16,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26238.shtml
呱呱洗车,帆茂首瑞/风云天使基金,"10,000.00万元",应用软件服务,2015-11-16,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26188.shtml
探鹿,华创资本/蓝驰创投,"1,000.00万美元",应用软件服务,2015-11-16,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26185.shtml
融资方,投资机构,融资金额,所属行业,宣布时间,Url

Gogoro,行政院国家发展基金,"13,000.00万美元",摩托车整车制造,2015-11-16,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/21849.shtml
美域国际,荷多投资,N/A,其他卫生活动,2015-11-15,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26922.shtml
诺亦腾,奥飞投资/海通开元/君联资本,"2,000.00万美元",电子元件及组件制造,2015-11-15,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26194.shtml
博雅科技,N/A,150.00万元,广告业,2015-11-14,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28981.shtml
取真经,盈动投资,"1,000.00万元",邮购及电子销售,2015-11-14,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27906.shtml
阿飞运动,N/A,N/A,互联网信息服务,2015-11-14,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27703.shtml
互推网,峰瑞资本,300.00万元,其他未列明的商务服务,2015-11-14,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26844.shtml
逸洗车,N/A,"3,000.00万元",其他清洁服务,2015-11-14,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26235.shtml
亚念信息,真格基金,"1,000.00万元",其他未列明的商务服务,2015-11-14,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26215.shtml
八保网,中路集团,N/A,互联网信息服务,2015-11-14,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26205.shtml
搬哪儿,N/A,"1,000.00万元",应用软件服务,2015-11-14,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26189.shtml
满意通达,N/A,N/A,计算机系统服务,2015-11-14,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26187.shtml
盖娅互娱,前海八菱/厚扬景桥/天和投资/国安睿博/狄普投资,"35,844.00万元",互联网信息服务,2015-11-13,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28527.shtml
笨土豆,N/A,N/A,邮购及电子销售,2015-11-13,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27422.shtml
中国烟酒糖茶,N/A,176.00万美元,互联网信息服务,2015-11-13,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26782.shtml
华策影视,朱雀资产/泰康资产,"75,000.00万元",电视,2015-11-13,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26607.shtml
天兴仪表,新价值投资,N/A,汽车及其他用计数仪表制造,2015-11-13,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26442.shtml
e牧宝,N/A,"3,000.00万元",互联网信息服务,2015-11-13,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26250.shtml
远中和科技,N/A,176.00万美元,互联网信息服务,2015-11-13,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26228.shtml
泽佑科技,中路集团/沃珑港资本,N/A,应用软件服务,2015-11-13,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26208.shtml
融资方,投资机构,融资金额,所属行业,宣布时间,Url

卖家云,春晓资本,"3,000.00万元",互联网信息服务,2015-11-13,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26171.shtml
小源科技,N/A,N/A,互联网信息服务,2015-11-13,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26166.shtml
悦跑圈,动域资本,N/A,互联网信息服务,2015-11-13,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26161.shtml
和创科技,N/A,N/A,应用软件服务,2015-11-13,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26155.shtml
麦子学院,曲速资本/五岳天下,N/A,互联网信息服务,2015-11-13,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26035.shtml
罗美特,万丰友方/言呈投资,"1,050.00万元",供应用仪表及其他通用仪器制造,2015-11-12,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/29018.shtml
TIFY游学,N/A,50.00万元,成人高等教育,2015-11-12,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28890.shtml
较真背调,N/A,N/A,互联网信息服务,2015-11-12,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28885.shtml
邦利德网络,朗玛峰创投,N/A,互联网信息服务,2015-11-12,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28743.shtml
N/A,泰盛君合投资,800.00万元,汽车零部件及配件制造,2015-11-12,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26820.shtml
智慧图,N/A,"10,000.00万元",互联网信息服务,2015-11-12,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26784.shtml
仙琚制药,浙江九仁资本/平安资产,"28,060.00万元",化学药品原药制造,2015-11-12,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26499.shtml
辽宁生物医药,生物医药创投,"3,000.00万元",生物，生化制品的制造,2015-11-12,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26412.shtml
天赐材料,九泰基金,"2,800.00万元",其他合成材料制造,2015-11-12,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26395.shtml
特变智能电气,国开金融,"3,666.00万元",变压器，整流器和电感器制造,2015-11-12,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26384.shtml
特变超高压,国开金融,"11,159.00万元",变压器，整流器和电感器制造,2015-11-12,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26383.shtml
每日优鲜,N/A,"200,000,000.00万元",邮购及电子销售,2015-11-12,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26251.shtml
领途信息,N/A,200.00万元,其他专业技术服务,2015-11-12,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26249.shtml
247科技,星火金融/金葵花资本,"3,000.00万元",互联网信息服务,2015-11-12,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26218.shtml
爱屋吉屋,淡马锡/高瓴资本/晨兴创投/高榕资本/顺为基金/纪源资本,"15,000.00万美元",互联网信息服务,2015-11-12,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26191.shtml
